genero,nombreCurso,nota,periodo
Otro,Estadística y Probabilidad I,3.9,2024-03-01T00:00:00.000Z
Masculino,Estadística y Probabilidad I,4.5,2024-03-01T00:00:00.000Z
Otro,Estadística y Probabilidad I,4.9,2024-03-01T00:00:00.000Z
Femenino,Estadística y Probabilidad I,1.8,2024-03-01T00:00:00.000Z
Otro,Estadística y Probabilidad I,2.1,2024-03-01T00:00:00.000Z
Femenino,Ingeniería y Sostenibilidad,4.5,2024-01-01T00:00:00.000Z
Otro,Ingeniería y Sostenibilidad,0.6,2024-01-01T00:00:00.000Z
Masculino,Ingeniería y Sostenibilidad,5.0,2024-01-01T00:00:00.000Z
Femenino,Ingeniería y Sostenibilidad,4.1,2024-01-01T00:00:00.000Z
Masculino,Ingeniería y Sostenibilidad,2.7,2024-01-01T00:00:00.000Z
Femenino,Electiva profesional 4,0.2,2024-01-01T00:00:00.000Z
Otro,Electiva profesional 4,3.6,2024-01-01T00:00:00.000Z
Femenino,Electiva profesional 4,0.4,2024-01-01T00:00:00.000Z
Masculino,Electiva profesional 4,0.2,2024-01-01T00:00:00.000Z
Masculino,Electiva profesional 4,2.4,2024-01-01T00:00:00.000Z
Otro,Electiva de Lectura y Escritura,2.3,2022-01-01T00:00:00.000Z
Otro,Electiva de Lectura y Escritura,1.4,2022-01-01T00:00:00.000Z
Otro,Electiva de Lectura y Escritura,4.9,2022-01-01T00:00:00.000Z
Otro,Electiva de Lectura y Escritura,2.5,2022-01-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,1.6,2022-01-01T00:00:00.000Z
Femenino,Almacenamiento de datos,1.1,2023-01-01T00:00:00.000Z
Femenino,Almacenamiento de datos,3.2,2023-01-01T00:00:00.000Z
Masculino,Almacenamiento de datos,4.9,2023-01-01T00:00:00.000Z
Femenino,Almacenamiento de datos,0.7,2023-01-01T00:00:00.000Z
Femenino,Almacenamiento de datos,0.5,2023-01-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,0.9,2022-03-01T00:00:00.000Z
Otro,Legislación y Ética en el Manejo de Datos,3.0,2022-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,1.8,2022-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,3.0,2022-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,1.2,2022-03-01T00:00:00.000Z
Femenino,Electiva Profesional 3,0.1,2022-01-01T00:00:00.000Z
Masculino,Electiva Profesional 3,3.3,2022-01-01T00:00:00.000Z
Femenino,Electiva Profesional 3,1.5,2022-01-01T00:00:00.000Z
Otro,Electiva Profesional 3,0.6,2022-01-01T00:00:00.000Z
Femenino,Electiva Profesional 3,2.9,2022-01-01T00:00:00.000Z
Femenino,Electiva Profesional 1,0.9,2021-01-01T00:00:00.000Z
Otro,Electiva Profesional 1,1.8,2021-01-01T00:00:00.000Z
Otro,Electiva Profesional 1,3.5,2021-01-01T00:00:00.000Z
Otro,Electiva Profesional 1,1.5,2021-01-01T00:00:00.000Z
Masculino,Electiva Profesional 1,2.7,2021-01-01T00:00:00.000Z
Masculino,Redes e Infraestructura,0.0,2021-03-01T00:00:00.000Z
Femenino,Redes e Infraestructura,2.2,2021-03-01T00:00:00.000Z
Otro,Redes e Infraestructura,3.8,2021-03-01T00:00:00.000Z
Otro,Redes e Infraestructura,2.1,2021-03-01T00:00:00.000Z
Otro,Redes e Infraestructura,1.9,2021-03-01T00:00:00.000Z
Otro,Lógica y Matemática Discreta,3.8,2024-01-01T00:00:00.000Z
Masculino,Lógica y Matemática Discreta,3.7,2024-01-01T00:00:00.000Z
Femenino,Lógica y Matemática Discreta,3.8,2024-01-01T00:00:00.000Z
Femenino,Lógica y Matemática Discreta,3.9,2024-01-01T00:00:00.000Z
Masculino,Lógica y Matemática Discreta,1.5,2024-01-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.2,2023-03-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2.7,2023-03-01T00:00:00.000Z
Otro,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4.7,2023-03-01T00:00:00.000Z
Otro,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2.2,2023-03-01T00:00:00.000Z
Otro,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4.3,2023-03-01T00:00:00.000Z
Femenino,Cálculo 1,2.3,2023-01-01T00:00:00.000Z
Masculino,Cálculo 1,2.3,2023-01-01T00:00:00.000Z
Otro,Cálculo 1,4.0,2023-01-01T00:00:00.000Z
Otro,Cálculo 1,4.4,2023-01-01T00:00:00.000Z
Otro,Cálculo 1,1.7,2023-01-01T00:00:00.000Z
Femenino,Estadística y Probabilidad II,2.0,2023-03-01T00:00:00.000Z
Femenino,Estadística y Probabilidad II,2.3,2023-03-01T00:00:00.000Z
Otro,Estadística y Probabilidad II,0.5,2023-03-01T00:00:00.000Z
Otro,Estadística y Probabilidad II,2.7,2023-03-01T00:00:00.000Z
Masculino,Estadística y Probabilidad II,3.6,2023-03-01T00:00:00.000Z
Masculino,Electiva Libre I,1.3,2024-01-01T00:00:00.000Z
Masculino,Electiva Libre I,1.4,2024-01-01T00:00:00.000Z
Otro,Electiva Libre I,2.0,2024-01-01T00:00:00.000Z
Otro,Electiva Libre I,3.4,2024-01-01T00:00:00.000Z
Femenino,Electiva Libre I,2.0,2024-01-01T00:00:00.000Z
Otro,Electiva Profesional 5,0.0,2023-03-01T00:00:00.000Z
Otro,Electiva Profesional 5,1.9,2023-03-01T00:00:00.000Z
Otro,Electiva Profesional 5,2.5,2023-03-01T00:00:00.000Z
Otro,Electiva Profesional 5,4.8,2023-03-01T00:00:00.000Z
Masculino,Electiva Profesional 5,4.9,2023-03-01T00:00:00.000Z
Masculino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2.2,2023-03-01T00:00:00.000Z
Masculino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,0.7,2023-03-01T00:00:00.000Z
Otro,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3.7,2023-03-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,0.6,2023-03-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.4,2023-03-01T00:00:00.000Z
Masculino,Estadística y Probabilidad II,0.2,2021-03-01T00:00:00.000Z
Otro,Estadística y Probabilidad II,3.3,2021-03-01T00:00:00.000Z
Femenino,Estadística y Probabilidad II,0.6,2021-03-01T00:00:00.000Z
Otro,Estadística y Probabilidad II,1.8,2021-03-01T00:00:00.000Z
Masculino,Estadística y Probabilidad II,4.2,2021-03-01T00:00:00.000Z
Masculino,Inteligencia Artificial,3.5,2024-01-01T00:00:00.000Z
Masculino,Inteligencia Artificial,2.7,2024-01-01T00:00:00.000Z
Femenino,Inteligencia Artificial,2.3,2024-01-01T00:00:00.000Z
Masculino,Inteligencia Artificial,0.5,2024-01-01T00:00:00.000Z
Femenino,Inteligencia Artificial,4.6,2024-01-01T00:00:00.000Z
Masculino,Formación Ciudadana II: Sociedad y Estado,0.1,2021-03-01T00:00:00.000Z
Otro,Formación Ciudadana II: Sociedad y Estado,3.0,2021-03-01T00:00:00.000Z
Masculino,Formación Ciudadana II: Sociedad y Estado,0.3,2021-03-01T00:00:00.000Z
Otro,Formación Ciudadana II: Sociedad y Estado,1.8,2021-03-01T00:00:00.000Z
Otro,Formación Ciudadana II: Sociedad y Estado,4.9,2021-03-01T00:00:00.000Z
Masculino,Ingeniería y Sostenibilidad,1.5,2023-03-01T00:00:00.000Z
Otro,Ingeniería y Sostenibilidad,2.6,2023-03-01T00:00:00.000Z
Otro,Ingeniería y Sostenibilidad,1.9,2023-03-01T00:00:00.000Z
Femenino,Ingeniería y Sostenibilidad,4.8,2023-03-01T00:00:00.000Z
Masculino,Ingeniería y Sostenibilidad,2.6,2023-03-01T00:00:00.000Z
Masculino,Electiva de Lectura y Escritura,2.0,2021-01-01T00:00:00.000Z
Otro,Electiva de Lectura y Escritura,3.2,2021-01-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,0.7,2021-01-01T00:00:00.000Z
Masculino,Electiva de Lectura y Escritura,1.2,2021-01-01T00:00:00.000Z
Otro,Electiva de Lectura y Escritura,2.8,2021-01-01T00:00:00.000Z
Otro,Almacenamiento de datos,2.5,2021-01-01T00:00:00.000Z
Femenino,Almacenamiento de datos,4.3,2021-01-01T00:00:00.000Z
Femenino,Almacenamiento de datos,3.9,2021-01-01T00:00:00.000Z
Femenino,Almacenamiento de datos,1.1,2021-01-01T00:00:00.000Z
Otro,Almacenamiento de datos,0.0,2021-01-01T00:00:00.000Z
Otro,Formación Ciudadana I : Identidades y Pluralismo,2.7,2024-01-01T00:00:00.000Z
Masculino,Formación Ciudadana I : Identidades y Pluralismo,2.7,2024-01-01T00:00:00.000Z
Otro,Formación Ciudadana I : Identidades y Pluralismo,4.0,2024-01-01T00:00:00.000Z
Femenino,Formación Ciudadana I : Identidades y Pluralismo,5.0,2024-01-01T00:00:00.000Z
Otro,Formación Ciudadana I : Identidades y Pluralismo,3.5,2024-01-01T00:00:00.000Z
Masculino,Electiva de  Ciencias Sociales,0.4,2024-01-01T00:00:00.000Z
Otro,Electiva de  Ciencias Sociales,2.9,2024-01-01T00:00:00.000Z
Otro,Electiva de  Ciencias Sociales,1.4,2024-01-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,4.3,2024-01-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,4.7,2024-01-01T00:00:00.000Z
Masculino,Ingles 2,1.7,2024-01-01T00:00:00.000Z
Femenino,Ingles 2,2.5,2024-01-01T00:00:00.000Z
Masculino,Ingles 2,4.9,2024-01-01T00:00:00.000Z
Masculino,Ingles 2,3.8,2024-01-01T00:00:00.000Z
Otro,Ingles 2,2.9,2024-01-01T00:00:00.000Z
Femenino,Inteligencia Artificial,3.1,2024-01-01T00:00:00.000Z
Femenino,Inteligencia Artificial,2.9,2024-01-01T00:00:00.000Z
Femenino,Inteligencia Artificial,3.1,2024-01-01T00:00:00.000Z
Femenino,Inteligencia Artificial,4.1,2024-01-01T00:00:00.000Z
Femenino,Inteligencia Artificial,2.3,2024-01-01T00:00:00.000Z
Otro,Redes e Infraestructura,3.6,2021-01-01T00:00:00.000Z
Femenino,Redes e Infraestructura,3.5,2021-01-01T00:00:00.000Z
Masculino,Redes e Infraestructura,3.0,2021-01-01T00:00:00.000Z
Masculino,Redes e Infraestructura,0.4,2021-01-01T00:00:00.000Z
Femenino,Redes e Infraestructura,3.7,2021-01-01T00:00:00.000Z
Femenino,Administración para Ingenieros,2.0,2022-01-01T00:00:00.000Z
Otro,Administración para Ingenieros,4.1,2022-01-01T00:00:00.000Z
Masculino,Administración para Ingenieros,4.0,2022-01-01T00:00:00.000Z
Masculino,Administración para Ingenieros,4.8,2022-01-01T00:00:00.000Z
Otro,Administración para Ingenieros,0.4,2022-01-01T00:00:00.000Z
Femenino,Ingles 3,2.3,2024-01-01T00:00:00.000Z
Otro,Ingles 3,2.4,2024-01-01T00:00:00.000Z
Femenino,Ingles 3,2.7,2024-01-01T00:00:00.000Z
Femenino,Ingles 3,1.5,2024-01-01T00:00:00.000Z
Femenino,Ingles 3,0.5,2024-01-01T00:00:00.000Z
Femenino,Ingles 2,2.3,2022-03-01T00:00:00.000Z
Masculino,Ingles 2,3.8,2022-03-01T00:00:00.000Z
Masculino,Ingles 2,0.3,2022-03-01T00:00:00.000Z
Masculino,Ingles 2,4.4,2022-03-01T00:00:00.000Z
Femenino,Ingles 2,4.4,2022-03-01T00:00:00.000Z
Femenino,Analítica de Datos,0.4,2022-01-01T00:00:00.000Z
Masculino,Analítica de Datos,4.3,2022-01-01T00:00:00.000Z
Femenino,Analítica de Datos,0.8,2022-01-01T00:00:00.000Z
Femenino,Analítica de Datos,0.8,2022-01-01T00:00:00.000Z
Otro,Analítica de Datos,2.6,2022-01-01T00:00:00.000Z
Masculino,Electiva Profesional 1,4.6,2022-03-01T00:00:00.000Z
Masculino,Electiva Profesional 1,1.5,2022-03-01T00:00:00.000Z
Masculino,Electiva Profesional 1,1.8,2022-03-01T00:00:00.000Z
Femenino,Electiva Profesional 1,2.8,2022-03-01T00:00:00.000Z
Femenino,Electiva Profesional 1,2.1,2022-03-01T00:00:00.000Z
Otro,Programación,0.6,2022-03-01T00:00:00.000Z
Masculino,Programación,3.5,2022-03-01T00:00:00.000Z
Masculino,Programación,4.2,2022-03-01T00:00:00.000Z
Femenino,Programación,0.4,2022-03-01T00:00:00.000Z
Masculino,Programación,1.5,2022-03-01T00:00:00.000Z
Otro,Analítica de Datos,5.0,2021-01-01T00:00:00.000Z
Femenino,Analítica de Datos,1.0,2021-01-01T00:00:00.000Z
Femenino,Analítica de Datos,4.6,2021-01-01T00:00:00.000Z
Femenino,Analítica de Datos,0.8,2021-01-01T00:00:00.000Z
Masculino,Analítica de Datos,1.5,2021-01-01T00:00:00.000Z
Otro,Cálculo 1,2.9,2021-03-01T00:00:00.000Z
Otro,Cálculo 1,3.7,2021-03-01T00:00:00.000Z
Otro,Cálculo 1,0.7,2021-03-01T00:00:00.000Z
Otro,Cálculo 1,1.2,2021-03-01T00:00:00.000Z
Femenino,Cálculo 1,0.4,2021-03-01T00:00:00.000Z
Femenino,Ingles 4,3.0,2021-01-01T00:00:00.000Z
Femenino,Ingles 4,2.2,2021-01-01T00:00:00.000Z
Femenino,Ingles 4,1.2,2021-01-01T00:00:00.000Z
Masculino,Ingles 4,3.5,2021-01-01T00:00:00.000Z
Otro,Ingles 4,1.3,2021-01-01T00:00:00.000Z
Masculino,Innovación y Emprendimiento,3.8,2023-01-01T00:00:00.000Z
Femenino,Innovación y Emprendimiento,3.4,2023-01-01T00:00:00.000Z
Otro,Innovación y Emprendimiento,1.8,2023-01-01T00:00:00.000Z
Otro,Innovación y Emprendimiento,1.1,2023-01-01T00:00:00.000Z
Otro,Innovación y Emprendimiento,4.6,2023-01-01T00:00:00.000Z
Femenino,Formación Ciudadana I : Identidades y Pluralismo,3.9,2021-03-01T00:00:00.000Z
Otro,Formación Ciudadana I : Identidades y Pluralismo,3.8,2021-03-01T00:00:00.000Z
Otro,Formación Ciudadana I : Identidades y Pluralismo,0.4,2021-03-01T00:00:00.000Z
Masculino,Formación Ciudadana I : Identidades y Pluralismo,2.4,2021-03-01T00:00:00.000Z
Otro,Formación Ciudadana I : Identidades y Pluralismo,1.3,2021-03-01T00:00:00.000Z
Otro,Electiva de  Ciencias Sociales,1.8,2021-01-01T00:00:00.000Z
Masculino,Electiva de  Ciencias Sociales,2.2,2021-01-01T00:00:00.000Z
Otro,Electiva de  Ciencias Sociales,3.8,2021-01-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,0.8,2021-01-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,0.4,2021-01-01T00:00:00.000Z
Otro,Ingeniería y Sostenibilidad,3.6,2023-01-01T00:00:00.000Z
Femenino,Ingeniería y Sostenibilidad,3.1,2023-01-01T00:00:00.000Z
Otro,Ingeniería y Sostenibilidad,4.5,2023-01-01T00:00:00.000Z
Femenino,Ingeniería y Sostenibilidad,3.0,2023-01-01T00:00:00.000Z
Femenino,Ingeniería y Sostenibilidad,0.1,2023-01-01T00:00:00.000Z
Masculino,Analítica de Datos,4.7,2021-03-01T00:00:00.000Z
Masculino,Analítica de Datos,2.0,2021-03-01T00:00:00.000Z
Femenino,Analítica de Datos,4.5,2021-03-01T00:00:00.000Z
Femenino,Analítica de Datos,1.3,2021-03-01T00:00:00.000Z
Otro,Analítica de Datos,1.6,2021-03-01T00:00:00.000Z
Masculino,Matemáticas Fundamentales,4.1,2023-01-01T00:00:00.000Z
Otro,Matemáticas Fundamentales,2.4,2023-01-01T00:00:00.000Z
Masculino,Matemáticas Fundamentales,2.5,2023-01-01T00:00:00.000Z
Femenino,Matemáticas Fundamentales,0.6,2023-01-01T00:00:00.000Z
Femenino,Matemáticas Fundamentales,0.9,2023-01-01T00:00:00.000Z
Masculino,Analítica de Datos,1.4,2021-03-01T00:00:00.000Z
Masculino,Analítica de Datos,3.6,2021-03-01T00:00:00.000Z
Masculino,Analítica de Datos,0.3,2021-03-01T00:00:00.000Z
Masculino,Analítica de Datos,3.0,2021-03-01T00:00:00.000Z
Femenino,Analítica de Datos,3.2,2021-03-01T00:00:00.000Z
Otro,Ingles 5,4.8,2022-01-01T00:00:00.000Z
Masculino,Ingles 5,4.6,2022-01-01T00:00:00.000Z
Femenino,Ingles 5,3.8,2022-01-01T00:00:00.000Z
Masculino,Ingles 5,0.9,2022-01-01T00:00:00.000Z
Masculino,Ingles 5,3.8,2022-01-01T00:00:00.000Z
Femenino,Inteligencia Artificial,2.6,2024-03-01T00:00:00.000Z
Otro,Inteligencia Artificial,4.2,2024-03-01T00:00:00.000Z
Masculino,Inteligencia Artificial,2.8,2024-03-01T00:00:00.000Z
Masculino,Inteligencia Artificial,3.5,2024-03-01T00:00:00.000Z
Otro,Inteligencia Artificial,1.1,2024-03-01T00:00:00.000Z
Masculino,Estadística y Probabilidad II,4.5,2024-03-01T00:00:00.000Z
Femenino,Estadística y Probabilidad II,1.8,2024-03-01T00:00:00.000Z
Masculino,Estadística y Probabilidad II,2.6,2024-03-01T00:00:00.000Z
Otro,Estadística y Probabilidad II,1.4,2024-03-01T00:00:00.000Z
Otro,Estadística y Probabilidad II,2.5,2024-03-01T00:00:00.000Z
Masculino,Ingles 4,2.1,2023-01-01T00:00:00.000Z
Femenino,Ingles 4,3.3,2023-01-01T00:00:00.000Z
Otro,Ingles 4,2.6,2023-01-01T00:00:00.000Z
Masculino,Ingles 4,0.1,2023-01-01T00:00:00.000Z
Masculino,Ingles 4,2.3,2023-01-01T00:00:00.000Z
Masculino,Lógica y Matemática Discreta,2.1,2021-01-01T00:00:00.000Z
Otro,Lógica y Matemática Discreta,1.5,2021-01-01T00:00:00.000Z
Masculino,Lógica y Matemática Discreta,3.4,2021-01-01T00:00:00.000Z
Otro,Lógica y Matemática Discreta,4.4,2021-01-01T00:00:00.000Z
Masculino,Lógica y Matemática Discreta,0.1,2021-01-01T00:00:00.000Z
Masculino,Ingeniería y Sostenibilidad,0.2,2021-03-01T00:00:00.000Z
Femenino,Ingeniería y Sostenibilidad,5.0,2021-03-01T00:00:00.000Z
Otro,Ingeniería y Sostenibilidad,3.7,2021-03-01T00:00:00.000Z
Otro,Ingeniería y Sostenibilidad,1.5,2021-03-01T00:00:00.000Z
Otro,Ingeniería y Sostenibilidad,2.9,2021-03-01T00:00:00.000Z
Otro,Legislación y Ética en el Manejo de Datos,1.7,2021-01-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,0.1,2021-01-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,2.8,2021-01-01T00:00:00.000Z
Otro,Legislación y Ética en el Manejo de Datos,3.9,2021-01-01T00:00:00.000Z
Otro,Legislación y Ética en el Manejo de Datos,3.8,2021-01-01T00:00:00.000Z
Masculino,Inteligencia Artificial,2.2,2024-03-01T00:00:00.000Z
Masculino,Inteligencia Artificial,0.7,2024-03-01T00:00:00.000Z
Masculino,Inteligencia Artificial,2.0,2024-03-01T00:00:00.000Z
Masculino,Inteligencia Artificial,2.7,2024-03-01T00:00:00.000Z
Otro,Inteligencia Artificial,0.9,2024-03-01T00:00:00.000Z
Femenino,Formación Ciudadana I : Identidades y Pluralismo,3.3,2024-03-01T00:00:00.000Z
Masculino,Formación Ciudadana I : Identidades y Pluralismo,4.5,2024-03-01T00:00:00.000Z
Masculino,Formación Ciudadana I : Identidades y Pluralismo,3.4,2024-03-01T00:00:00.000Z
Femenino,Formación Ciudadana I : Identidades y Pluralismo,0.2,2024-03-01T00:00:00.000Z
Masculino,Formación Ciudadana I : Identidades y Pluralismo,4.0,2024-03-01T00:00:00.000Z
Femenino,Analítica de Datos,4.8,2021-01-01T00:00:00.000Z
Masculino,Analítica de Datos,3.2,2021-01-01T00:00:00.000Z
Masculino,Analítica de Datos,0.4,2021-01-01T00:00:00.000Z
Otro,Analítica de Datos,2.9,2021-01-01T00:00:00.000Z
Otro,Analítica de Datos,1.7,2021-01-01T00:00:00.000Z
Otro,Electiva de Lectura y Escritura,4.5,2024-01-01T00:00:00.000Z
Otro,Electiva de Lectura y Escritura,2.3,2024-01-01T00:00:00.000Z
Otro,Electiva de Lectura y Escritura,3.5,2024-01-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,0.7,2024-01-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,4.4,2024-01-01T00:00:00.000Z
Masculino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.5,2022-03-01T00:00:00.000Z
Masculino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4.7,2022-03-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3.4,2022-03-01T00:00:00.000Z
Otro,Introducción a la Ingeniería de Datos e Inteligencia Artificial,0.0,2022-03-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,0.1,2022-03-01T00:00:00.000Z
Femenino,Innovación y Emprendimiento,0.4,2022-01-01T00:00:00.000Z
Masculino,Innovación y Emprendimiento,2.1,2022-01-01T00:00:00.000Z
Masculino,Innovación y Emprendimiento,0.9,2022-01-01T00:00:00.000Z
Femenino,Innovación y Emprendimiento,2.0,2022-01-01T00:00:00.000Z
Otro,Innovación y Emprendimiento,0.3,2022-01-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,3.1,2024-03-01T00:00:00.000Z
Otro,Legislación y Ética en el Manejo de Datos,2.0,2024-03-01T00:00:00.000Z
Otro,Legislación y Ética en el Manejo de Datos,0.8,2024-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,4.4,2024-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,0.0,2024-03-01T00:00:00.000Z
Femenino,Ingles 5,1.8,2023-03-01T00:00:00.000Z
Otro,Ingles 5,3.4,2023-03-01T00:00:00.000Z
Masculino,Ingles 5,2.9,2023-03-01T00:00:00.000Z
Femenino,Ingles 5,4.8,2023-03-01T00:00:00.000Z
Femenino,Ingles 5,0.0,2023-03-01T00:00:00.000Z
Masculino,Matemáticas Fundamentales,2.0,2021-03-01T00:00:00.000Z
Masculino,Matemáticas Fundamentales,3.2,2021-03-01T00:00:00.000Z
Femenino,Matemáticas Fundamentales,3.8,2021-03-01T00:00:00.000Z
Otro,Matemáticas Fundamentales,4.4,2021-03-01T00:00:00.000Z
Masculino,Matemáticas Fundamentales,1.0,2021-03-01T00:00:00.000Z
Otro,Electiva de  Ciencias Sociales,0.5,2021-03-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,4.5,2021-03-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,2.5,2021-03-01T00:00:00.000Z
Masculino,Electiva de  Ciencias Sociales,2.1,2021-03-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,0.9,2021-03-01T00:00:00.000Z
Femenino,Electiva Profesional 2,0.5,2023-01-01T00:00:00.000Z
Femenino,Electiva Profesional 2,3.9,2023-01-01T00:00:00.000Z
Otro,Electiva Profesional 2,2.4,2023-01-01T00:00:00.000Z
Masculino,Electiva Profesional 2,4.5,2023-01-01T00:00:00.000Z
Femenino,Electiva Profesional 2,3.7,2023-01-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,4.8,2022-03-01T00:00:00.000Z
Masculino,Electiva de  Ciencias Sociales,3.6,2022-03-01T00:00:00.000Z
Otro,Electiva de  Ciencias Sociales,4.8,2022-03-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,3.0,2022-03-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,3.0,2022-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,0.3,2023-03-01T00:00:00.000Z
Otro,Legislación y Ética en el Manejo de Datos,1.8,2023-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,3.5,2023-03-01T00:00:00.000Z
Otro,Legislación y Ética en el Manejo de Datos,0.4,2023-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,3.3,2023-03-01T00:00:00.000Z
Femenino,Electiva profesional 4,3.0,2024-03-01T00:00:00.000Z
Masculino,Electiva profesional 4,1.2,2024-03-01T00:00:00.000Z
Otro,Electiva profesional 4,1.3,2024-03-01T00:00:00.000Z
Femenino,Electiva profesional 4,4.4,2024-03-01T00:00:00.000Z
Femenino,Electiva profesional 4,0.3,2024-03-01T00:00:00.000Z
Femenino,Estadística y Probabilidad I,1.7,2022-03-01T00:00:00.000Z
Otro,Estadística y Probabilidad I,3.5,2022-03-01T00:00:00.000Z
Otro,Estadística y Probabilidad I,4.7,2022-03-01T00:00:00.000Z
Otro,Estadística y Probabilidad I,3.5,2022-03-01T00:00:00.000Z
Femenino,Estadística y Probabilidad I,1.7,2022-03-01T00:00:00.000Z
Otro,Formación Ciudadana I : Identidades y Pluralismo,0.1,2024-03-01T00:00:00.000Z
Otro,Formación Ciudadana I : Identidades y Pluralismo,1.9,2024-03-01T00:00:00.000Z
Otro,Formación Ciudadana I : Identidades y Pluralismo,0.6,2024-03-01T00:00:00.000Z
Femenino,Formación Ciudadana I : Identidades y Pluralismo,4.6,2024-03-01T00:00:00.000Z
Otro,Formación Ciudadana I : Identidades y Pluralismo,2.5,2024-03-01T00:00:00.000Z
Masculino,Electiva de Lectura y Escritura,0.9,2024-01-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,2.1,2024-01-01T00:00:00.000Z
Otro,Electiva de Lectura y Escritura,3.7,2024-01-01T00:00:00.000Z
Masculino,Electiva de Lectura y Escritura,0.4,2024-01-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,2.8,2024-01-01T00:00:00.000Z
Otro,Ingles 3,3.6,2024-03-01T00:00:00.000Z
Masculino,Ingles 3,5.0,2024-03-01T00:00:00.000Z
Otro,Ingles 3,1.0,2024-03-01T00:00:00.000Z
Otro,Ingles 3,4.7,2024-03-01T00:00:00.000Z
Otro,Ingles 3,1.5,2024-03-01T00:00:00.000Z
Masculino,Ingles 4,2.4,2021-01-01T00:00:00.000Z
Femenino,Ingles 4,1.5,2021-01-01T00:00:00.000Z
Otro,Ingles 4,1.0,2021-01-01T00:00:00.000Z
Masculino,Ingles 4,0.8,2021-01-01T00:00:00.000Z
Femenino,Ingles 4,4.8,2021-01-01T00:00:00.000Z
Masculino,Álgebra lineal,3.6,2021-03-01T00:00:00.000Z
Femenino,Álgebra lineal,2.8,2021-03-01T00:00:00.000Z
Femenino,Álgebra lineal,0.7,2021-03-01T00:00:00.000Z
Otro,Álgebra lineal,0.3,2021-03-01T00:00:00.000Z
Masculino,Álgebra lineal,2.5,2021-03-01T00:00:00.000Z
Otro,Electiva Profesional 3,1.3,2022-01-01T00:00:00.000Z
Masculino,Electiva Profesional 3,4.2,2022-01-01T00:00:00.000Z
Otro,Electiva Profesional 3,4.4,2022-01-01T00:00:00.000Z
Masculino,Electiva Profesional 3,1.1,2022-01-01T00:00:00.000Z
Femenino,Electiva Profesional 3,4.1,2022-01-01T00:00:00.000Z
Masculino,Formación Ciudadana III: Paz y Convivencia,2.4,2022-03-01T00:00:00.000Z
Masculino,Formación Ciudadana III: Paz y Convivencia,5.0,2022-03-01T00:00:00.000Z
Otro,Formación Ciudadana III: Paz y Convivencia,1.5,2022-03-01T00:00:00.000Z
Otro,Formación Ciudadana III: Paz y Convivencia,3.6,2022-03-01T00:00:00.000Z
