paisOrigen,nombreCurso,nota,periodo
China,Estadística y Probabilidad II,0.5,2024-01-01T00:00:00.000Z
China,Estadística y Probabilidad II,1.0,2024-01-01T00:00:00.000Z
Ukraine,Estadística y Probabilidad II,1.2,2024-01-01T00:00:00.000Z
Afghanistan,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3.2,2024-01-01T00:00:00.000Z
Brazil,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4.5,2024-01-01T00:00:00.000Z
France,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2.7,2024-01-01T00:00:00.000Z
Poland,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4.0,2024-01-01T00:00:00.000Z
Russia,Introducción a la Ingeniería de Datos e Inteligencia Artificial,0.4,2024-01-01T00:00:00.000Z
Germany,Electiva Profesional 2,2.9,2022-01-01T00:00:00.000Z
South Korea,Electiva Profesional 2,3.4,2022-01-01T00:00:00.000Z
Indonesia,Electiva Profesional 2,2.6,2022-01-01T00:00:00.000Z
Peru,Electiva Profesional 2,1.1,2022-01-01T00:00:00.000Z
Russia,Electiva Profesional 2,0.1,2022-01-01T00:00:00.000Z
China,Formación Ciudadana II: Sociedad y Estado,0.8,2024-01-01T00:00:00.000Z
France,Formación Ciudadana II: Sociedad y Estado,0.1,2024-01-01T00:00:00.000Z
United States,Formación Ciudadana II: Sociedad y Estado,4.5,2024-01-01T00:00:00.000Z
Guatemala,Formación Ciudadana II: Sociedad y Estado,1.6,2024-01-01T00:00:00.000Z
Guyana,Formación Ciudadana II: Sociedad y Estado,4.8,2024-01-01T00:00:00.000Z
Belarus,Cálculo 2,2.7,2022-01-01T00:00:00.000Z
Vietnam,Cálculo 2,4.4,2022-01-01T00:00:00.000Z
Indonesia,Cálculo 2,0.5,2022-01-01T00:00:00.000Z
Guatemala,Cálculo 2,4.2,2022-01-01T00:00:00.000Z
Brazil,Cálculo 2,2.7,2022-01-01T00:00:00.000Z
Sweden,Almacenamiento de datos,4.1,2022-03-01T00:00:00.000Z
China,Almacenamiento de datos,0.9,2022-03-01T00:00:00.000Z
China,Almacenamiento de datos,1.0,2022-03-01T00:00:00.000Z
Palestinian Territory,Almacenamiento de datos,2.3,2022-03-01T00:00:00.000Z
Thailand,Almacenamiento de datos,2.0,2022-03-01T00:00:00.000Z
Philippines,Ingles 5,2.2,2024-01-01T00:00:00.000Z
Russia,Ingles 5,4.3,2024-01-01T00:00:00.000Z
Senegal,Ingles 5,2.2,2024-01-01T00:00:00.000Z
Japan,Ingles 5,2.6,2024-01-01T00:00:00.000Z
Portugal,Ingles 5,4.9,2024-01-01T00:00:00.000Z
China,Comunicación Oral y Escrita,2.4,2024-01-01T00:00:00.000Z
Armenia,Comunicación Oral y Escrita,3.6,2024-01-01T00:00:00.000Z
Kazakhstan,Comunicación Oral y Escrita,2.0,2024-01-01T00:00:00.000Z
Georgia,Comunicación Oral y Escrita,1.3,2024-01-01T00:00:00.000Z
Indonesia,Comunicación Oral y Escrita,0.8,2024-01-01T00:00:00.000Z
Montenegro,Ingles 2,2.5,2022-01-01T00:00:00.000Z
China,Ingles 2,3.2,2022-01-01T00:00:00.000Z
Albania,Ingles 2,4.4,2022-01-01T00:00:00.000Z
Armenia,Ingles 2,1.3,2022-01-01T00:00:00.000Z
China,Ingles 2,0.7,2022-01-01T00:00:00.000Z
Indonesia,Programación,4.0,2021-01-01T00:00:00.000Z
China,Programación,0.7,2021-01-01T00:00:00.000Z
New Zealand,Programación,3.7,2021-01-01T00:00:00.000Z
Thailand,Programación,1.4,2021-01-01T00:00:00.000Z
Iran,Programación,1.6,2021-01-01T00:00:00.000Z
China,Formación Ciudadana III: Paz y Convivencia,2.5,2024-01-01T00:00:00.000Z
Bolivia,Formación Ciudadana III: Paz y Convivencia,1.0,2024-01-01T00:00:00.000Z
Indonesia,Formación Ciudadana III: Paz y Convivencia,3.3,2024-01-01T00:00:00.000Z
China,Formación Ciudadana III: Paz y Convivencia,4.1,2024-01-01T00:00:00.000Z
Mexico,Formación Ciudadana III: Paz y Convivencia,4.6,2024-01-01T00:00:00.000Z
Brazil,Analítica de Datos,1.7,2021-01-01T00:00:00.000Z
Brazil,Analítica de Datos,3.6,2021-01-01T00:00:00.000Z
Philippines,Analítica de Datos,2.5,2021-01-01T00:00:00.000Z
Croatia,Analítica de Datos,1.2,2021-01-01T00:00:00.000Z
China,Analítica de Datos,1.6,2021-01-01T00:00:00.000Z
Yemen,ETL (Extracción Transformación y Carga),4.8,2024-01-01T00:00:00.000Z
Zimbabwe,ETL (Extracción Transformación y Carga),3.6,2024-01-01T00:00:00.000Z
Peru,ETL (Extracción Transformación y Carga),4.3,2024-01-01T00:00:00.000Z
Portugal,ETL (Extracción Transformación y Carga),0.5,2024-01-01T00:00:00.000Z
Indonesia,ETL (Extracción Transformación y Carga),1.2,2024-01-01T00:00:00.000Z
Colombia,Estadística y Probabilidad I,3.9,2024-03-01T00:00:00.000Z
Russia,Estadística y Probabilidad I,4.5,2024-03-01T00:00:00.000Z
Indonesia,Estadística y Probabilidad I,4.9,2024-03-01T00:00:00.000Z
Uzbekistan,Estadística y Probabilidad I,1.8,2024-03-01T00:00:00.000Z
Slovenia,Estadística y Probabilidad I,2.1,2024-03-01T00:00:00.000Z
Indonesia,Ingeniería y Sostenibilidad,4.5,2024-01-01T00:00:00.000Z
China,Ingeniería y Sostenibilidad,0.6,2024-01-01T00:00:00.000Z
Poland,Ingeniería y Sostenibilidad,5.0,2024-01-01T00:00:00.000Z
Lithuania,Ingeniería y Sostenibilidad,4.1,2024-01-01T00:00:00.000Z
Russia,Ingeniería y Sostenibilidad,2.7,2024-01-01T00:00:00.000Z
Russia,Electiva profesional 4,0.2,2024-01-01T00:00:00.000Z
Poland,Electiva profesional 4,3.6,2024-01-01T00:00:00.000Z
Philippines,Electiva profesional 4,0.4,2024-01-01T00:00:00.000Z
Indonesia,Electiva profesional 4,0.2,2024-01-01T00:00:00.000Z
Ireland,Electiva profesional 4,2.4,2024-01-01T00:00:00.000Z
France,Electiva de Lectura y Escritura,2.3,2022-01-01T00:00:00.000Z
China,Electiva de Lectura y Escritura,1.4,2022-01-01T00:00:00.000Z
Sweden,Electiva de Lectura y Escritura,4.9,2022-01-01T00:00:00.000Z
Japan,Electiva de Lectura y Escritura,2.5,2022-01-01T00:00:00.000Z
Portugal,Electiva de Lectura y Escritura,1.6,2022-01-01T00:00:00.000Z
Madagascar,Almacenamiento de datos,1.1,2023-01-01T00:00:00.000Z
China,Almacenamiento de datos,3.2,2023-01-01T00:00:00.000Z
Thailand,Almacenamiento de datos,4.9,2023-01-01T00:00:00.000Z
China,Almacenamiento de datos,0.7,2023-01-01T00:00:00.000Z
China,Almacenamiento de datos,0.5,2023-01-01T00:00:00.000Z
Russia,Legislación y Ética en el Manejo de Datos,0.9,2022-03-01T00:00:00.000Z
Mauritius,Legislación y Ética en el Manejo de Datos,3.0,2022-03-01T00:00:00.000Z
Colombia,Legislación y Ética en el Manejo de Datos,1.8,2022-03-01T00:00:00.000Z
Austria,Legislación y Ética en el Manejo de Datos,3.0,2022-03-01T00:00:00.000Z
Ukraine,Legislación y Ética en el Manejo de Datos,1.2,2022-03-01T00:00:00.000Z
Ukraine,Electiva Profesional 3,0.1,2022-01-01T00:00:00.000Z
Greece,Electiva Profesional 3,3.3,2022-01-01T00:00:00.000Z
United States,Electiva Profesional 3,1.5,2022-01-01T00:00:00.000Z
Czech Republic,Electiva Profesional 3,0.6,2022-01-01T00:00:00.000Z
Iran,Electiva Profesional 3,2.9,2022-01-01T00:00:00.000Z
Brazil,Electiva Profesional 1,0.9,2021-01-01T00:00:00.000Z
Japan,Electiva Profesional 1,1.8,2021-01-01T00:00:00.000Z
Philippines,Electiva Profesional 1,3.5,2021-01-01T00:00:00.000Z
China,Electiva Profesional 1,1.5,2021-01-01T00:00:00.000Z
Czech Republic,Electiva Profesional 1,2.7,2021-01-01T00:00:00.000Z
Serbia,Redes e Infraestructura,0.0,2021-03-01T00:00:00.000Z
France,Redes e Infraestructura,2.2,2021-03-01T00:00:00.000Z
Peru,Redes e Infraestructura,3.8,2021-03-01T00:00:00.000Z
China,Redes e Infraestructura,2.1,2021-03-01T00:00:00.000Z
Thailand,Redes e Infraestructura,1.9,2021-03-01T00:00:00.000Z
China,Lógica y Matemática Discreta,3.8,2024-01-01T00:00:00.000Z
Russia,Lógica y Matemática Discreta,3.7,2024-01-01T00:00:00.000Z
United States,Lógica y Matemática Discreta,3.8,2024-01-01T00:00:00.000Z
Luxembourg,Lógica y Matemática Discreta,3.9,2024-01-01T00:00:00.000Z
Laos,Lógica y Matemática Discreta,1.5,2024-01-01T00:00:00.000Z
China,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.2,2023-03-01T00:00:00.000Z
China,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2.7,2023-03-01T00:00:00.000Z
Indonesia,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4.7,2023-03-01T00:00:00.000Z
Philippines,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2.2,2023-03-01T00:00:00.000Z
Thailand,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4.3,2023-03-01T00:00:00.000Z
Albania,Cálculo 1,2.3,2023-01-01T00:00:00.000Z
Japan,Cálculo 1,2.3,2023-01-01T00:00:00.000Z
Indonesia,Cálculo 1,4.0,2023-01-01T00:00:00.000Z
Finland,Cálculo 1,4.4,2023-01-01T00:00:00.000Z
Philippines,Cálculo 1,1.7,2023-01-01T00:00:00.000Z
China,Estadística y Probabilidad II,2.0,2023-03-01T00:00:00.000Z
Indonesia,Estadística y Probabilidad II,2.3,2023-03-01T00:00:00.000Z
France,Estadística y Probabilidad II,0.5,2023-03-01T00:00:00.000Z
China,Estadística y Probabilidad II,2.7,2023-03-01T00:00:00.000Z
China,Estadística y Probabilidad II,3.6,2023-03-01T00:00:00.000Z
Indonesia,Electiva Libre I,1.3,2024-01-01T00:00:00.000Z
Czech Republic,Electiva Libre I,1.4,2024-01-01T00:00:00.000Z
China,Electiva Libre I,2.0,2024-01-01T00:00:00.000Z
Brazil,Electiva Libre I,3.4,2024-01-01T00:00:00.000Z
Cuba,Electiva Libre I,2.0,2024-01-01T00:00:00.000Z
Indonesia,Electiva Profesional 5,0.0,2023-03-01T00:00:00.000Z
China,Electiva Profesional 5,1.9,2023-03-01T00:00:00.000Z
China,Electiva Profesional 5,2.5,2023-03-01T00:00:00.000Z
Colombia,Electiva Profesional 5,4.8,2023-03-01T00:00:00.000Z
Brazil,Electiva Profesional 5,4.9,2023-03-01T00:00:00.000Z
China,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2.2,2023-03-01T00:00:00.000Z
China,Introducción a la Ingeniería de Datos e Inteligencia Artificial,0.7,2023-03-01T00:00:00.000Z
United States,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3.7,2023-03-01T00:00:00.000Z
Tanzania,Introducción a la Ingeniería de Datos e Inteligencia Artificial,0.6,2023-03-01T00:00:00.000Z
Brazil,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.4,2023-03-01T00:00:00.000Z
China,Estadística y Probabilidad II,0.2,2021-03-01T00:00:00.000Z
Zimbabwe,Estadística y Probabilidad II,3.3,2021-03-01T00:00:00.000Z
Ukraine,Estadística y Probabilidad II,0.6,2021-03-01T00:00:00.000Z
Philippines,Estadística y Probabilidad II,1.8,2021-03-01T00:00:00.000Z
Indonesia,Estadística y Probabilidad II,4.2,2021-03-01T00:00:00.000Z
Indonesia,Inteligencia Artificial,3.5,2024-01-01T00:00:00.000Z
Cuba,Inteligencia Artificial,2.7,2024-01-01T00:00:00.000Z
Czech Republic,Inteligencia Artificial,2.3,2024-01-01T00:00:00.000Z
France,Inteligencia Artificial,0.5,2024-01-01T00:00:00.000Z
Uganda,Inteligencia Artificial,4.6,2024-01-01T00:00:00.000Z
El Salvador,Formación Ciudadana II: Sociedad y Estado,0.1,2021-03-01T00:00:00.000Z
Nigeria,Formación Ciudadana II: Sociedad y Estado,3.0,2021-03-01T00:00:00.000Z
Russia,Formación Ciudadana II: Sociedad y Estado,0.3,2021-03-01T00:00:00.000Z
Philippines,Formación Ciudadana II: Sociedad y Estado,1.8,2021-03-01T00:00:00.000Z
Indonesia,Formación Ciudadana II: Sociedad y Estado,4.9,2021-03-01T00:00:00.000Z
Kosovo,Ingeniería y Sostenibilidad,1.5,2023-03-01T00:00:00.000Z
Indonesia,Ingeniería y Sostenibilidad,2.6,2023-03-01T00:00:00.000Z
China,Ingeniería y Sostenibilidad,1.9,2023-03-01T00:00:00.000Z
Philippines,Ingeniería y Sostenibilidad,4.8,2023-03-01T00:00:00.000Z
Egypt,Ingeniería y Sostenibilidad,2.6,2023-03-01T00:00:00.000Z
Indonesia,Electiva de Lectura y Escritura,2.0,2021-01-01T00:00:00.000Z
Czech Republic,Electiva de Lectura y Escritura,3.2,2021-01-01T00:00:00.000Z
Colombia,Electiva de Lectura y Escritura,0.7,2021-01-01T00:00:00.000Z
Uruguay,Electiva de Lectura y Escritura,1.2,2021-01-01T00:00:00.000Z
Brazil,Electiva de Lectura y Escritura,2.8,2021-01-01T00:00:00.000Z
Indonesia,Almacenamiento de datos,2.5,2021-01-01T00:00:00.000Z
China,Almacenamiento de datos,4.3,2021-01-01T00:00:00.000Z
China,Almacenamiento de datos,3.9,2021-01-01T00:00:00.000Z
Indonesia,Almacenamiento de datos,1.1,2021-01-01T00:00:00.000Z
Philippines,Almacenamiento de datos,0.0,2021-01-01T00:00:00.000Z
Russia,Formación Ciudadana I : Identidades y Pluralismo,2.7,2024-01-01T00:00:00.000Z
Portugal,Formación Ciudadana I : Identidades y Pluralismo,2.7,2024-01-01T00:00:00.000Z
Thailand,Formación Ciudadana I : Identidades y Pluralismo,4.0,2024-01-01T00:00:00.000Z
United States,Formación Ciudadana I : Identidades y Pluralismo,5.0,2024-01-01T00:00:00.000Z
Philippines,Formación Ciudadana I : Identidades y Pluralismo,3.5,2024-01-01T00:00:00.000Z
Indonesia,Electiva de  Ciencias Sociales,0.4,2024-01-01T00:00:00.000Z
Indonesia,Electiva de  Ciencias Sociales,2.9,2024-01-01T00:00:00.000Z
China,Electiva de  Ciencias Sociales,1.4,2024-01-01T00:00:00.000Z
Indonesia,Electiva de  Ciencias Sociales,4.3,2024-01-01T00:00:00.000Z
Venezuela,Electiva de  Ciencias Sociales,4.7,2024-01-01T00:00:00.000Z
China,Ingles 2,1.7,2024-01-01T00:00:00.000Z
Indonesia,Ingles 2,2.5,2024-01-01T00:00:00.000Z
Botswana,Ingles 2,4.9,2024-01-01T00:00:00.000Z
Kazakhstan,Ingles 2,3.8,2024-01-01T00:00:00.000Z
China,Ingles 2,2.9,2024-01-01T00:00:00.000Z
Russia,Inteligencia Artificial,3.1,2024-01-01T00:00:00.000Z
China,Inteligencia Artificial,2.9,2024-01-01T00:00:00.000Z
Russia,Inteligencia Artificial,3.1,2024-01-01T00:00:00.000Z
Indonesia,Inteligencia Artificial,4.1,2024-01-01T00:00:00.000Z
Indonesia,Inteligencia Artificial,2.3,2024-01-01T00:00:00.000Z
Morocco,Redes e Infraestructura,3.6,2021-01-01T00:00:00.000Z
China,Redes e Infraestructura,3.5,2021-01-01T00:00:00.000Z
Paraguay,Redes e Infraestructura,3.0,2021-01-01T00:00:00.000Z
Indonesia,Redes e Infraestructura,0.4,2021-01-01T00:00:00.000Z
Indonesia,Redes e Infraestructura,3.7,2021-01-01T00:00:00.000Z
Vietnam,Administración para Ingenieros,2.0,2022-01-01T00:00:00.000Z
Japan,Administración para Ingenieros,4.1,2022-01-01T00:00:00.000Z
Russia,Administración para Ingenieros,4.0,2022-01-01T00:00:00.000Z
Bolivia,Administración para Ingenieros,4.8,2022-01-01T00:00:00.000Z
Poland,Administración para Ingenieros,0.4,2022-01-01T00:00:00.000Z
Indonesia,Ingles 3,2.3,2024-01-01T00:00:00.000Z
Indonesia,Ingles 3,2.4,2024-01-01T00:00:00.000Z
China,Ingles 3,2.7,2024-01-01T00:00:00.000Z
China,Ingles 3,1.5,2024-01-01T00:00:00.000Z
Philippines,Ingles 3,0.5,2024-01-01T00:00:00.000Z
Sweden,Ingles 2,2.3,2022-03-01T00:00:00.000Z
Thailand,Ingles 2,3.8,2022-03-01T00:00:00.000Z
Indonesia,Ingles 2,0.3,2022-03-01T00:00:00.000Z
France,Ingles 2,4.4,2022-03-01T00:00:00.000Z
China,Ingles 2,4.4,2022-03-01T00:00:00.000Z
Argentina,Analítica de Datos,0.4,2022-01-01T00:00:00.000Z
Yemen,Analítica de Datos,4.3,2022-01-01T00:00:00.000Z
Indonesia,Analítica de Datos,0.8,2022-01-01T00:00:00.000Z
Philippines,Analítica de Datos,0.8,2022-01-01T00:00:00.000Z
China,Analítica de Datos,2.6,2022-01-01T00:00:00.000Z
Cape Verde,Electiva Profesional 1,4.6,2022-03-01T00:00:00.000Z
China,Electiva Profesional 1,1.5,2022-03-01T00:00:00.000Z
Greece,Electiva Profesional 1,1.8,2022-03-01T00:00:00.000Z
Philippines,Electiva Profesional 1,2.8,2022-03-01T00:00:00.000Z
Jamaica,Electiva Profesional 1,2.1,2022-03-01T00:00:00.000Z
China,Programación,0.6,2022-03-01T00:00:00.000Z
Sweden,Programación,3.5,2022-03-01T00:00:00.000Z
Nigeria,Programación,4.2,2022-03-01T00:00:00.000Z
China,Programación,0.4,2022-03-01T00:00:00.000Z
China,Programación,1.5,2022-03-01T00:00:00.000Z
Portugal,Analítica de Datos,5.0,2021-01-01T00:00:00.000Z
South Korea,Analítica de Datos,1.0,2021-01-01T00:00:00.000Z
Greece,Analítica de Datos,4.6,2021-01-01T00:00:00.000Z
Vietnam,Analítica de Datos,0.8,2021-01-01T00:00:00.000Z
Peru,Analítica de Datos,1.5,2021-01-01T00:00:00.000Z
Poland,Cálculo 1,2.9,2021-03-01T00:00:00.000Z
Canada,Cálculo 1,3.7,2021-03-01T00:00:00.000Z
Indonesia,Cálculo 1,0.7,2021-03-01T00:00:00.000Z
Indonesia,Cálculo 1,1.2,2021-03-01T00:00:00.000Z
Indonesia,Cálculo 1,0.4,2021-03-01T00:00:00.000Z
Thailand,Ingles 4,3.0,2021-01-01T00:00:00.000Z
Russia,Ingles 4,2.2,2021-01-01T00:00:00.000Z
Indonesia,Ingles 4,1.2,2021-01-01T00:00:00.000Z
Thailand,Ingles 4,3.5,2021-01-01T00:00:00.000Z
China,Ingles 4,1.3,2021-01-01T00:00:00.000Z
Philippines,Innovación y Emprendimiento,3.8,2023-01-01T00:00:00.000Z
Sweden,Innovación y Emprendimiento,3.4,2023-01-01T00:00:00.000Z
Portugal,Innovación y Emprendimiento,1.8,2023-01-01T00:00:00.000Z
Colombia,Innovación y Emprendimiento,1.1,2023-01-01T00:00:00.000Z
Myanmar,Innovación y Emprendimiento,4.6,2023-01-01T00:00:00.000Z
Poland,Formación Ciudadana I : Identidades y Pluralismo,3.9,2021-03-01T00:00:00.000Z
Poland,Formación Ciudadana I : Identidades y Pluralismo,3.8,2021-03-01T00:00:00.000Z
Indonesia,Formación Ciudadana I : Identidades y Pluralismo,0.4,2021-03-01T00:00:00.000Z
China,Formación Ciudadana I : Identidades y Pluralismo,2.4,2021-03-01T00:00:00.000Z
China,Formación Ciudadana I : Identidades y Pluralismo,1.3,2021-03-01T00:00:00.000Z
Indonesia,Electiva de  Ciencias Sociales,1.8,2021-01-01T00:00:00.000Z
Japan,Electiva de  Ciencias Sociales,2.2,2021-01-01T00:00:00.000Z
Indonesia,Electiva de  Ciencias Sociales,3.8,2021-01-01T00:00:00.000Z
Poland,Electiva de  Ciencias Sociales,0.8,2021-01-01T00:00:00.000Z
Portugal,Electiva de  Ciencias Sociales,0.4,2021-01-01T00:00:00.000Z
Portugal,Ingeniería y Sostenibilidad,3.6,2023-01-01T00:00:00.000Z
United Kingdom,Ingeniería y Sostenibilidad,3.1,2023-01-01T00:00:00.000Z
Jamaica,Ingeniería y Sostenibilidad,4.5,2023-01-01T00:00:00.000Z
France,Ingeniería y Sostenibilidad,3.0,2023-01-01T00:00:00.000Z
South Korea,Ingeniería y Sostenibilidad,0.1,2023-01-01T00:00:00.000Z
Afghanistan,Analítica de Datos,4.7,2021-03-01T00:00:00.000Z
Venezuela,Analítica de Datos,2.0,2021-03-01T00:00:00.000Z
Czech Republic,Analítica de Datos,4.5,2021-03-01T00:00:00.000Z
South Korea,Analítica de Datos,1.3,2021-03-01T00:00:00.000Z
China,Analítica de Datos,1.6,2021-03-01T00:00:00.000Z
United States,Matemáticas Fundamentales,4.1,2023-01-01T00:00:00.000Z
Brazil,Matemáticas Fundamentales,2.4,2023-01-01T00:00:00.000Z
Indonesia,Matemáticas Fundamentales,2.5,2023-01-01T00:00:00.000Z
Indonesia,Matemáticas Fundamentales,0.6,2023-01-01T00:00:00.000Z
China,Matemáticas Fundamentales,0.9,2023-01-01T00:00:00.000Z
Ivory Coast,Analítica de Datos,1.4,2021-03-01T00:00:00.000Z
Japan,Analítica de Datos,3.6,2021-03-01T00:00:00.000Z
Portugal,Analítica de Datos,0.3,2021-03-01T00:00:00.000Z
Russia,Analítica de Datos,3.0,2021-03-01T00:00:00.000Z
Indonesia,Analítica de Datos,3.2,2021-03-01T00:00:00.000Z
Philippines,Ingles 5,4.8,2022-01-01T00:00:00.000Z
Slovenia,Ingles 5,4.6,2022-01-01T00:00:00.000Z
Brazil,Ingles 5,3.8,2022-01-01T00:00:00.000Z
Poland,Ingles 5,0.9,2022-01-01T00:00:00.000Z
Indonesia,Ingles 5,3.8,2022-01-01T00:00:00.000Z
China,Inteligencia Artificial,2.6,2024-03-01T00:00:00.000Z
Costa Rica,Inteligencia Artificial,4.2,2024-03-01T00:00:00.000Z
Thailand,Inteligencia Artificial,2.8,2024-03-01T00:00:00.000Z
Hong Kong,Inteligencia Artificial,3.5,2024-03-01T00:00:00.000Z
Nigeria,Inteligencia Artificial,1.1,2024-03-01T00:00:00.000Z
Thailand,Estadística y Probabilidad II,4.5,2024-03-01T00:00:00.000Z
Czech Republic,Estadística y Probabilidad II,1.8,2024-03-01T00:00:00.000Z
Indonesia,Estadística y Probabilidad II,2.6,2024-03-01T00:00:00.000Z
United States,Estadística y Probabilidad II,1.4,2024-03-01T00:00:00.000Z
Indonesia,Estadística y Probabilidad II,2.5,2024-03-01T00:00:00.000Z
Italy,Ingles 4,2.1,2023-01-01T00:00:00.000Z
Argentina,Ingles 4,3.3,2023-01-01T00:00:00.000Z
Russia,Ingles 4,2.6,2023-01-01T00:00:00.000Z
Philippines,Ingles 4,0.1,2023-01-01T00:00:00.000Z
China,Ingles 4,2.3,2023-01-01T00:00:00.000Z
Philippines,Lógica y Matemática Discreta,2.1,2021-01-01T00:00:00.000Z
Pakistan,Lógica y Matemática Discreta,1.5,2021-01-01T00:00:00.000Z
China,Lógica y Matemática Discreta,3.4,2021-01-01T00:00:00.000Z
China,Lógica y Matemática Discreta,4.4,2021-01-01T00:00:00.000Z
Philippines,Lógica y Matemática Discreta,0.1,2021-01-01T00:00:00.000Z
China,Ingeniería y Sostenibilidad,0.2,2021-03-01T00:00:00.000Z
Poland,Ingeniería y Sostenibilidad,5.0,2021-03-01T00:00:00.000Z
Morocco,Ingeniería y Sostenibilidad,3.7,2021-03-01T00:00:00.000Z
Colombia,Ingeniería y Sostenibilidad,1.5,2021-03-01T00:00:00.000Z
Croatia,Ingeniería y Sostenibilidad,2.9,2021-03-01T00:00:00.000Z
Uzbekistan,Legislación y Ética en el Manejo de Datos,1.7,2021-01-01T00:00:00.000Z
Chile,Legislación y Ética en el Manejo de Datos,0.1,2021-01-01T00:00:00.000Z
Latvia,Legislación y Ética en el Manejo de Datos,2.8,2021-01-01T00:00:00.000Z
China,Legislación y Ética en el Manejo de Datos,3.9,2021-01-01T00:00:00.000Z
Peru,Legislación y Ética en el Manejo de Datos,3.8,2021-01-01T00:00:00.000Z
China,Inteligencia Artificial,2.2,2024-03-01T00:00:00.000Z
Portugal,Inteligencia Artificial,0.7,2024-03-01T00:00:00.000Z
Ukraine,Inteligencia Artificial,2.0,2024-03-01T00:00:00.000Z
Palestinian Territory,Inteligencia Artificial,2.7,2024-03-01T00:00:00.000Z
Philippines,Inteligencia Artificial,0.9,2024-03-01T00:00:00.000Z
Portugal,Formación Ciudadana I : Identidades y Pluralismo,3.3,2024-03-01T00:00:00.000Z
China,Formación Ciudadana I : Identidades y Pluralismo,4.5,2024-03-01T00:00:00.000Z
Indonesia,Formación Ciudadana I : Identidades y Pluralismo,3.4,2024-03-01T00:00:00.000Z
Syria,Formación Ciudadana I : Identidades y Pluralismo,0.2,2024-03-01T00:00:00.000Z
Russia,Formación Ciudadana I : Identidades y Pluralismo,4.0,2024-03-01T00:00:00.000Z
Sweden,Analítica de Datos,4.8,2021-01-01T00:00:00.000Z
Nicaragua,Analítica de Datos,3.2,2021-01-01T00:00:00.000Z
Serbia,Analítica de Datos,0.4,2021-01-01T00:00:00.000Z
China,Analítica de Datos,2.9,2021-01-01T00:00:00.000Z
North Korea,Analítica de Datos,1.7,2021-01-01T00:00:00.000Z
Afghanistan,Electiva de Lectura y Escritura,4.5,2024-01-01T00:00:00.000Z
France,Electiva de Lectura y Escritura,2.3,2024-01-01T00:00:00.000Z
Russia,Electiva de Lectura y Escritura,3.5,2024-01-01T00:00:00.000Z
Indonesia,Electiva de Lectura y Escritura,0.7,2024-01-01T00:00:00.000Z
Russia,Electiva de Lectura y Escritura,4.4,2024-01-01T00:00:00.000Z
Poland,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.5,2022-03-01T00:00:00.000Z
Malaysia,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4.7,2022-03-01T00:00:00.000Z
Chad,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3.4,2022-03-01T00:00:00.000Z
Brazil,Introducción a la Ingeniería de Datos e Inteligencia Artificial,0.0,2022-03-01T00:00:00.000Z
Finland,Introducción a la Ingeniería de Datos e Inteligencia Artificial,0.1,2022-03-01T00:00:00.000Z
Indonesia,Innovación y Emprendimiento,0.4,2022-01-01T00:00:00.000Z
Philippines,Innovación y Emprendimiento,2.1,2022-01-01T00:00:00.000Z
Zimbabwe,Innovación y Emprendimiento,0.9,2022-01-01T00:00:00.000Z
Czech Republic,Innovación y Emprendimiento,2.0,2022-01-01T00:00:00.000Z
Thailand,Innovación y Emprendimiento,0.3,2022-01-01T00:00:00.000Z
Bosnia and Herzegovina,Legislación y Ética en el Manejo de Datos,3.1,2024-03-01T00:00:00.000Z
China,Legislación y Ética en el Manejo de Datos,2.0,2024-03-01T00:00:00.000Z
United States,Legislación y Ética en el Manejo de Datos,0.8,2024-03-01T00:00:00.000Z
China,Legislación y Ética en el Manejo de Datos,4.4,2024-03-01T00:00:00.000Z
France,Legislación y Ética en el Manejo de Datos,0.0,2024-03-01T00:00:00.000Z
China,Ingles 5,1.8,2023-03-01T00:00:00.000Z
Russia,Ingles 5,3.4,2023-03-01T00:00:00.000Z
Russia,Ingles 5,2.9,2023-03-01T00:00:00.000Z
China,Ingles 5,4.8,2023-03-01T00:00:00.000Z
Sweden,Ingles 5,0.0,2023-03-01T00:00:00.000Z
Indonesia,Matemáticas Fundamentales,2.0,2021-03-01T00:00:00.000Z
Latvia,Matemáticas Fundamentales,3.2,2021-03-01T00:00:00.000Z
Indonesia,Matemáticas Fundamentales,3.8,2021-03-01T00:00:00.000Z
China,Matemáticas Fundamentales,4.4,2021-03-01T00:00:00.000Z
Afghanistan,Matemáticas Fundamentales,1.0,2021-03-01T00:00:00.000Z
Cuba,Electiva de  Ciencias Sociales,0.5,2021-03-01T00:00:00.000Z
Philippines,Electiva de  Ciencias Sociales,4.5,2021-03-01T00:00:00.000Z
